Team_TeamID,Season,ConfAdjNetRtg,TeamNameSpelling,Seed
3170,2025,-4.999305802,cs sacramento,17
3171,2025,-33.20931279,dartmouth,17
3172,2025,19.61363664,davidson,17
3173,2025,5.85091583,dayton,17
3174,2025,-5.819585089,delaware,17
3175,2025,-78.98414893,delaware st,17
3176,2025,-11.3465305,denver,17
3177,2025,-10.17327075,depaul,17
3178,2025,-18.70140614,detroit,17
3179,2025,20.51756941,drake,17
3180,2025,-0.733482807,drexel,17
3181,2025,55.74540767,duke,2
3182,2025,17.71832701,duquesne,17
3183,2025,1.384389434,e illinois,17
3184,2025,9.757268383,e kentucky,17
3185,2025,-46.71666684,e michigan,17
3186,2025,-15.44140642,e washington,17
3187,2025,3.354678567,east carolina,17
3188,2025,-40.73379355,edwardsville,17
3189,2025,-15.6622096,elon,17
3190,2025,1.889685586,east tenn. st.,17
3191,2025,-34.93834233,evansville,17
3192,2025,11.99509451,f dickinson,15
3193,2025,52.28495227,fairfield,12
3194,2025,-14.15930432,fl atlantic,17
3195,2025,45.30645028,fgcu,14
3196,2025,30.94373497,florida,17
3197,2025,-24.97048409,florida a&m,17
3198,2025,-11.92271102,fiu,17
3199,2025,57.99778542,florida st,6
3200,2025,-2.923706347,fordham,17
3201,2025,-3.792132082,fresno st,17
3202,2025,-13.65112462,furman,17
3203,2025,-9.543984625,g washington,17
3204,2025,-2.964826781,ga southern,17
3205,2025,-24.45042775,gardner webb,17
3206,2025,51.40303726,george mason,11
3207,2025,-1.216399164,georgetown,17
3208,2025,5.601413913,georgia,17
3209,2025,-11.24524398,georgia st,17
3210,2025,54.41969212,georgia tech,9
3211,2025,11.19625238,gonzaga,17
3212,2025,-25.43161338,grambling,17
3213,2025,41.98133246,grand canyon,13
3214,2025,-32.45008717,hampton,17
3217,2025,56.85122464,harvard,10
3218,2025,18.89860684,hawai'i,17
3219,2025,2.435451145,high point,16
3220,2025,-21.96816646,hofstra,17
3221,2025,11.72102831,holy cross,17
3222,2025,-15.29600519,houston,17
3223,2025,-46.76367944,houston bap,17
3224,2025,-3.159315054,howard,17
3225,2025,13.41709318,idaho,17
3226,2025,-21.30662986,idaho st,17
3227,2025,0.22954742,il chicago,17
3228,2025,50.21591409,illinois,8
3229,2025,16.55312087,illinois st,17
3230,2025,-13.23909907,incarnate word,17
3231,2025,32.38601573,indiana,9
3232,2025,-26.6685872,indiana st,17
3233,2025,-17.4961914,iona,17
3234,2025,35.77892209,iowa,6
3235,2025,41.84612462,iowa st,11
3236,2025,29.98584121,fort wayne,17
3237,2025,-27.48930146,indiana - purdue,17
3238,2025,-22.85064486,jackson st,17
3239,2025,-15.43808423,jacksonville,17
3240,2025,-9.368555851,jacksonville st,17
3241,2025,28.25735622,james madison,17
3242,2025,12.99239883,kansas,17
3243,2025,81.38551236,kansas st,5
3244,2025,-17.00288264,kennesaw,17
3245,2025,17.03336551,kent,17
3246,2025,62.41102317,kentucky,4
3247,2025,-30.53404124,la salle,17
3248,2025,-29.65236521,lafayette,17
3249,2025,17.20303898,lamar,17
3250,2025,36.90074325,lehigh,15
3251,2025,19.93947568,liberty,13
3252,2025,2.25507644,lipscomb,17
3253,2025,-10.2064463,long beach st,17
3254,2025,-49.51842568,LIU,17
3255,2025,1.039454934,longwood,17
3256,2025,-10.1569527,louisiana tech,17
3257,2025,25.73839729,louisville,7
3258,2025,-19.13426033,loy marymount,17
3259,2025,-8.840559258,loyola (md),17
3260,2025,-17.71197629,loyola (il),17
3261,2025,70.28826464,louisiana state,3
3262,2025,-47.5067342,ma lowell,17
3263,2025,-9.399652806,maine,17
3264,2025,2.034935712,manhattan,17
3265,2025,-7.004478841,marist,17
3266,2025,25.30411329,marquette,17
3267,2025,-15.40518554,marshall,17
3268,2025,42.82158759,maryland,4
3269,2025,15.44328124,massachusetts,17
3270,2025,-41.22609697,mcneese,17
3271,2025,-32.50131424,maryland - e. shore,17
3272,2025,-20.71058139,memphis,17
3273,2025,-35.19741462,mercer,17
3274,2025,17.16816669,miami (fl),17
3275,2025,15.94261161,miami (oh),17
3276,2025,46.67226068,michigan,6
3277,2025,60.03602052,michigan st,7
3278,2025,53.64168269,minnesota,17
3279,2025,72.41392336,mississippi,5
3280,2025,50.76372275,mississippi st,9
3281,2025,28.69518546,missouri,17
3282,2025,-33.78772398,Kansas City,17
3283,2025,32.10530836,missouri st,17
3284,2025,-3.374201229,monmouth,17
3285,2025,-14.84716985,montana,17
3286,2025,35.31878661,montana st,13
3287,2025,-37.60544141,morehead st,17
3288,2025,-34.21163271,morgan st,17
3290,2025,-59.39849187,miss valley st.,17
3291,2025,0.722689838,mount saint mary`s,17
3292,2025,36.37961277,middle tenn st,17
3293,2025,28.54139982,murray st,11
3294,2025,-5.574211725,n colorado,17
3295,2025,8.0008579,n dakota st,17
3296,2025,-13.64488797,n illinois,17
3297,2025,-16.93403705,n kentucky,17
3298,2025,9.219630985,navy,17
3299,2025,11.56358099,n. carolina a&t,17
3300,2025,-66.336638,n.c. central,17
3301,2025,43.23480467,n.c. state,2
3303,2025,-31.20517882,ne omaha,17
3304,2025,36.91037802,nebraska,10
3305,2025,-11.11124392,nevada,17
3306,2025,-23.98779409,new hampshire,17
3307,2025,7.538026427,new mexico,17
3308,2025,-2.642692152,new mexico st,17
3309,2025,-40.56802048,new orleans,17
3310,2025,-68.65169349,niagara,17
3311,2025,8.119553816,nicholls,17
3312,2025,-1.894489764,n.j.i.t.,17
3313,2025,20.49715081,norfolk st,13
3314,2025,55.0557652,north carolina,3
3315,2025,-20.56739284,north dakota,17
3316,2025,-52.63834624,north florida,17
3317,2025,20.24428976,north texas,17
3318,2025,-58.23597168,northeastern,17
3319,2025,17.2433636,northern ariz.,17
3320,2025,10.48161751,northern iowa,17
3321,2025,-2.810685977,northwestern,17
3322,2025,-9.019320063,northwestern la,17
3323,2025,80.44789559,notre dame,3
3324,2025,-44.3931413,oakland,17
3325,2025,-51.08702857,ohio,17
3326,2025,57.63952646,ohio st,4
3328,2025,56.50651386,oklahoma,3
3329,2025,60.31742909,oklahoma st,7
3330,2025,-1.579430281,old dominion,17
3331,2025,13.15057843,oral roberts,17
3332,2025,27.35176926,oregon,10
3333,2025,-3.780559275,oregon st,14
3334,2025,-6.82463618,pacific,17
3335,2025,5.836648682,penn,17
3336,2025,11.19344665,penn st,17
3337,2025,-21.84254315,pepperdine,17
3338,2025,-3.044365011,pitt,17
3339,2025,34.24768984,portland,17
3340,2025,-32.84123532,portland st,17
3341,2025,-55.17204365,prairie view,17
3342,2025,-49.22293408,presbyterian,17
3343,2025,38.93905937,princeton,11
3344,2025,-8.507361673,providence,17
3345,2025,-16.10433419,purdue,17
3346,2025,26.19893351,quinnipiac,17
3347,2025,-29.79090742,radford,17
3348,2025,18.04884826,rhode island,17
3349,2025,9.121432375,rice,17
3350,2025,54.00876231,richmond,8
3351,2025,-23.66467965,rider,17
3352,2025,-11.47262116,robert morris,17
3353,2025,4.844157178,rutgers,17
3354,2025,-61.50640628,s carolina st,17
3355,2025,31.11595499,s dakota st,10
3356,2025,-48.67020564,s illinois,17
3357,2025,-26.41854925,sacred heart,17
3358,2025,-16.43438753,sam houston,17
3359,2025,-35.80199409,samford,17
3360,2025,-24.57453395,san diego,17
3361,2025,17.20912605,san diego st,14
3362,2025,2.398196459,san francisco,17
3363,2025,-22.9691754,san jose st,17
3364,2025,-1.419627892,california-santa barbara,17
3365,2025,-13.0422718,santa clara,17
3367,2025,-50.96349668,sc upstate,17
3368,2025,32.02052722,se louisiana,17
3369,2025,-42.51649474,se missouri st,17
3370,2025,-52.52242304,seattle,17
3371,2025,19.73933352,seton hall,17
3372,2025,30.32297206,sf austin,14
3373,2025,-3.206499114,siena,17
3374,2025,-0.902506377,smu,17
3375,2025,-41.31993665,south ala.,17
3376,2025,81.8985276,south carolina,1
3377,2025,-26.92646097,south dakota,17
3378,2025,19.4635837,south fla.,12
3379,2025,-29.38776278,southern miss,17
3380,2025,-23.614952,southern,16
3381,2025,-40.4680264,southern utah,17
3382,2025,-43.16080528,saint bonaventure,17
3384,2025,-46.46922955,saint francis (pa),17
3385,2025,17.92503081,saint john`s,17
3386,2025,43.91018639,saint joseph's,17
3387,2025,-17.30974488,saint louis,17
3388,2025,-0.703929688,saint mary's,17
3389,2025,-26.76282129,saint peter's,17
3390,2025,23.47822596,stanford,17
3391,2025,-13.23071284,stetson,17
3392,2025,-13.88937838,stony brook,17
3393,2025,6.877159751,syracuse,17
3394,2025,-16.34102484,a&m-corpus chris,17
3395,2025,76.00081879,tcu,2
3396,2025,6.10971115,temple,17
3397,2025,62.60215485,tennessee,5
3398,2025,-30.01980613,tennessee st,17
3399,2025,17.87097119,tennessee tech,16
3400,2025,84.41928211,texas,1
3401,2025,7.315892636,texas a&m,17
3402,2025,-25.28478284,texas st,17
3403,2025,10.49243198,texas tech,17
3404,2025,-7.446725409,tenn-martin,17
3405,2025,15.10205342,toledo,17
3406,2025,-14.46808753,towson,17
3407,2025,11.82828476,troy,17
3408,2025,14.33051511,tulane,17
3409,2025,10.79308822,tulsa,17
3410,2025,-17.14151274,tex.-pan american,17
3411,2025,-28.75862239,texas southern,17
3412,2025,9.179403402,alabama-birmingham,17
3413,2025,14.97354727,california-davis,17
3414,2025,9.479792232,california-irvine,17
3415,2025,-9.609500265,cal riverside,17
3416,2025,-3.167078603,central florida,17
3417,2025,75.37545046,ucla,1
3418,2025,0.133262859,la.-lafayette,17
3419,2025,-12.52936806,la-monroe,17
3420,2025,-13.83694704,maryland-baltimore county,17
3421,2025,-47.36621755,n.c. asheville,17
3422,2025,12.61783333,nc greensboro,16
3423,2025,-21.31327359,nc wilmington,17
3424,2025,39.93446283,nevada-las vegas,17
3425,2025,78.43096548,southern california,1
3426,2025,-4.19320955,texas arlington,17
3427,2025,28.72932422,texas san antonio,17
3428,2025,55.7826695,utah,8
3429,2025,-42.29107695,utah st,17
3430,2025,-2.952700662,utah valley,17
3431,2025,-19.2416816,texas-el paso,17
3433,2025,3.393498062,va commonwealth,17
3434,2025,-19.71637676,valparaiso,17
3435,2025,58.18826592,vanderbilt,7
3436,2025,23.3487884,vermont,15
3437,2025,8.117600076,villanova,17
3438,2025,18.43900407,virginia,17
3439,2025,32.23866277,virginia tech,17
3441,2025,-15.65567399,estern carolina,17
3442,2025,-0.45098769,w illinois,17
3443,2025,14.16366886,w kentucky,17
3444,2025,-20.25582746,w michigan,17
3447,2025,-52.89124356,wagner,17
3448,2025,4.644196202,wake forest,17
3449,2025,36.01074745,washington,11
3450,2025,6.847846654,washington st,17
3451,2025,-14.93492781,weber st,17
3452,2025,69.77054607,west virginia,6
3453,2025,29.00758252,green bay,12
3454,2025,-21.21541742,milwaukee,17
3455,2025,-12.98920563,wichita st,17
3456,2025,-20.44453423,william & mary,16
3457,2025,-24.16732383,winthrop,17
3458,2025,0.61980829,wisconsin,17
3459,2025,-4.486867043,wofford,17
3460,2025,-26.33645199,wright st,17
3461,2025,18.46733137,wyoming,17
3462,2025,-29.97121422,xavier,17
3463,2025,-51.96057112,yale,17
3464,2025,-25.37957519,youngstown st,17
3465,2025,-28.05322323,cal baptist,17
3466,2025,-13.98781578,north ala.,17
3467,2025,-14.34070796,merrimack,17
3468,2025,-7.945281386,bellarmine,17
3469,2025,-40.92897812,dixie st,17
3470,2025,6.733887822,tarleton st,17
3471,2025,1.522867743,uc san diego,16
3472,2025,-3.170918814,saint thomas (minn.),17
3473,2025,6.180505319,lindenwood,17
3474,2025,-32.91418332,Queens (NC),17
3475,2025,6.531657198,southern indiana,17
3476,2025,-25.12506011,stonehill,17
3477,2025,-31.74010104,East Texas A&M,17
3478,2025,-67.46849077,le moyne,17
3479,2025,-31.03971404,Mercyhurst,17
3480,2025,-18.361824,West Georgia,17
