Team1,Team2,Home,Away,Neutral,Pred
abilene chr,long beach st,0,0,1,0.6242453646650793
abilene chr,longwood,0,0,1,0.5476090997180356
abilene chr,louisiana tech,0,0,1,0.6239184837334606
abilene chr,louisville,0,0,1,0.10070958662231977
abilene chr,loy marymount,0,0,1,0.6811237545605665
abilene chr,loyola (md),0,0,1,0.6151837360373514
abilene chr,loyola (il),0,0,1,0.6723649891907799
abilene chr,louisiana state,0,0,1,0.016023474865458128
abilene chr,ma lowell,0,0,1,0.8260196748901885
abilene chr,maine,0,0,1,0.6189029649797024
abilene chr,manhattan,0,0,1,0.54065766387762
abilene chr,marist,0,0,1,0.6028767458934302
abilene chr,marquette,0,0,1,0.37940414952279183
abilene chr,marshall,0,0,1,0.6579024787529522
abilene chr,maryland,0,0,1,0.040086427173930884
abilene chr,massachusetts,0,0,1,0.44658506277015547
abilene chr,mcneese,0,0,1,0.7991299354026788
abilene chr,maryland - e. shore,0,0,1,0.7568059505825582
abilene chr,memphis,0,0,1,0.6906836073087566
abilene chr,mercer,0,0,1,0.770501870679551
abilene chr,miami (fl),0,0,1,0.4346173548673184
abilene chr,miami (oh),0,0,1,0.4431135746299712
abilene chr,michigan,0,0,1,0.04986917991059218
abilene chr,michigan st,0,0,1,0.040898484006993925
abilene chr,minnesota,0,0,1,0.21588143578165073
abilene chr,mississippi,0,0,1,0.021033602157872408
abilene chr,mississippi st,0,0,1,0.07196696812642961
abilene chr,missouri,0,0,1,0.3571988565465608
abilene chr,missouri st,0,0,1,0.3354708292564685
abilene chr,monmouth,0,0,1,0.5781704324851937
abilene chr,montana,0,0,1,0.65435815595311
abilene chr,montana st,0,0,1,0.19030442494949965
abilene chr,morehead st,0,0,1,0.7822688488209106
abilene chr,morgan st,0,0,1,0.7655578095063972
abilene chr,miss valley st.,0,0,1,0.8690346752795344
abilene chr,mount saint mary`s,0,0,1,0.5498173097049246
abilene chr,middle tenn st,0,0,1,0.30919765301255553
abilene chr,murray st,0,0,1,0.1687867801590428
abilene chr,n colorado,0,0,1,0.5931979673931271
abilene chr,n dakota st,0,0,1,0.498759813907994
abilene chr,n illinois,0,0,1,0.6466635370648003
abilene chr,n kentucky,0,0,1,0.6675224638486398
abilene chr,navy,0,0,1,0.4901834171757884
abilene chr,n. carolina a&t,0,0,1,0.47370983683296786
abilene chr,n.c. central,0,0,1,0.8897089444899596
abilene chr,n.c. state,0,0,1,0.02862449033574912
abilene chr,ne omaha,0,0,1,0.7500274489758256
abilene chr,nebraska,0,0,1,0.11937545403935759
abilene chr,nevada,0,0,1,0.6302009055496021
abilene chr,new hampshire,0,0,1,0.7100396270373234
abilene chr,new mexico,0,0,1,0.5020171820534501
abilene chr,new mexico st,0,0,1,0.5731400306559307
abilene chr,new orleans,0,0,1,0.7961396291240314
abilene chr,niagara,0,0,1,0.8959436057550949
abilene chr,nicholls,0,0,1,0.49792444816788756
abilene chr,n.j.i.t.,0,0,1,0.5679791418033264
abilene chr,norfolk st,0,0,1,0.2629333020356191
abilene chr,north carolina,0,0,1,0.02439391116315915
abilene chr,north dakota,0,0,1,0.6898217616732235
abilene chr,north florida,0,0,1,0.8458140703479378
abilene chr,north texas,0,0,1,0.4134709189117254
abilene chr,northeastern,0,0,1,0.8652647084453794
abilene chr,northern ariz.,0,0,1,0.43409724509411446
abilene chr,northern iowa,0,0,1,0.4813090796082068
abilene chr,northwestern,0,0,1,0.5742966600733163
abilene chr,northwestern la,0,0,1,0.6163743849859842
abilene chr,notre dame,0,0,1,0.012085869304306286
abilene chr,oakland,0,0,1,0.8130609143697317
abilene chr,ohio,0,0,1,0.8400322441616629
abilene chr,ohio st,0,0,1,0.026779951036613698
abilene chr,oklahoma,0,0,1,0.02344058902784323
abilene chr,oklahoma st,0,0,1,0.040588859092092186
abilene chr,old dominion,0,0,1,0.5658014596452725
abilene chr,oral roberts,0,0,1,0.46258643357092927
abilene chr,oregon,0,0,1,0.15068149284046842
abilene chr,oregon st,0,0,1,0.45541590387205005
abilene chr,pacific,0,0,1,0.601663978096528
abilene chr,penn,0,0,1,0.513987742203099
abilene chr,penn st,0,0,1,0.47630830764882887
abilene chr,pepperdine,0,0,1,0.6974499201767582
abilene chr,pitt,0,0,1,0.5759041752010513
abilene chr,portland,0,0,1,0.32216160460207727
abilene chr,portland st,0,0,1,0.75856287090734
abilene chr,prairie view,0,0,1,0.8548884735004816
abilene chr,presbyterian,0,0,1,0.8328539677840946
abilene chr,princeton,0,0,1,0.1315911762162718
abilene chr,providence,0,0,1,0.6129607734531772
abilene chr,purdue,0,0,1,0.6623184384986068
abilene chr,quinnipiac,0,0,1,0.3734910900971435
abilene chr,radford,0,0,1,0.7424887749853829
abilene chr,rhode island,0,0,1,0.4285353248514346
abilene chr,rice,0,0,1,0.49087428532843125
abilene chr,richmond,0,0,1,0.0564273274875847
abilene chr,rider,0,0,1,0.7081632897937683
abilene chr,robert morris,0,0,1,0.6325686389071193
abilene chr,rutgers,0,0,1,0.5209641939255654
abilene chr,s carolina st,0,0,1,0.8756419057571068
abilene chr,s dakota st,0,0,1,0.1376158772729632
abilene chr,s illinois,0,0,1,0.8306766146421655
abilene chr,sacred heart,0,0,1,0.7239232716077746
abilene chr,sam houston,0,0,1,0.664393382824561
abilene chr,samford,0,0,1,0.7734976283641724
abilene chr,san diego,0,0,1,0.7134285259402866
abilene chr,san diego st,0,0,1,0.3165422413287168
abilene chr,san francisco,0,0,1,0.5381169258710967
abilene chr,san jose st,0,0,1,0.7041003663380636
abilene chr,california-santa barbara,0,0,1,0.5646959328117143
abilene chr,santa clara,0,0,1,0.6427776977544799
abilene chr,sc upstate,0,0,1,0.839564372578017
abilene chr,se louisiana,0,0,1,0.3360031142033928
abilene chr,se missouri st,0,0,1,0.8048978780232652
abilene chr,seattle,0,0,1,0.8453879956226119
abilene chr,seton hall,0,0,1,0.4169225249684527
abilene chr,sf austin,0,0,1,0.24252491998891132
abilene chr,siena,0,0,1,0.5770185804709999
abilene chr,smu,0,0,1,0.5611140836548576
abilene chr,south ala.,0,0,1,0.7995536579549037
abilene chr,south carolina,0,0,1,0.008314468034285084
abilene chr,south dakota,0,0,1,0.7267718006228635
abilene chr,south fla.,0,0,1,0.23682112075479705
abilene chr,southern miss,0,0,1,0.7403128452016623
abilene chr,southern,0,0,1,0.6718521952051283
abilene chr,southern utah,0,0,1,0.7956823682948851
abilene chr,saint bonaventure,0,0,1,0.8077305528423689
abilene chr,saint francis (pa),0,0,1,0.8217821677842023
abilene chr,saint john`s,0,0,1,0.42938915479482587
abilene chr,saint joseph's,0,0,1,0.265832261288381
abilene chr,saint louis,0,0,1,0.6698656744357239
abilene chr,saint mary's,0,0,1,0.5597369246104388
abilene chr,saint peter's,0,0,1,0.7258560628521072
abilene chr,stanford,0,0,1,0.39157987860290544
abilene chr,stetson,0,0,1,0.6439948664324469
abilene chr,stony brook,0,0,1,0.6482346033726397
abilene chr,syracuse,0,0,1,0.5066679398166383
abilene chr,tcu,0,0,1,0.011579500807852361
abilene chr,temple,0,0,1,0.512067251060766
abilene chr,tennessee,0,0,1,0.02754085895144168
abilene chr,tennessee st,0,0,1,0.743718917886775
abilene chr,tennessee tech,0,0,1,0.38904505626017943
abilene chr,texas,0,0,1,0.007749305019983454
abilene chr,texas a&m,0,0,1,0.5035804968041063
abilene chr,texas st,0,0,1,0.7174989152325675
abilene chr,texas tech,0,0,1,0.4812330747738893
abilene chr,tenn-martin,0,0,1,0.605853634435203
abilene chr,toledo,0,0,1,0.4489603974536496
abilene chr,towson,0,0,1,0.6519405084385939
abilene chr,troy,0,0,1,0.471852389752651
abilene chr,tulane,0,0,1,0.4543396102030018
abilene chr,tulsa,0,0,1,0.4791204024227113
abilene chr,tex.-pan american,0,0,1,0.66881748002394
abilene chr,texas southern,0,0,1,0.7368933649948138
abilene chr,alabama-birmingham,0,0,1,0.4904664306057634
abilene chr,california-davis,0,0,1,0.44985555655812365
abilene chr,california-irvine,0,0,1,0.48835326263071094
abilene chr,cal riverside,0,0,1,0.6202953565421048
abilene chr,central florida,0,0,1,0.5767477009543351
abilene chr,ucla,0,0,1,0.009973770575249107
abilene chr,la.-lafayette,0,0,1,0.5539209959506394
abilene chr,la-monroe,0,0,1,0.6394554678639933
abilene chr,maryland-baltimore county,0,0,1,0.6478979546362003
abilene chr,n.c. asheville,0,0,1,0.825450449901017
abilene chr,nc greensboro,0,0,1,0.4247160522838005
abilene chr,nc wilmington,0,0,1,0.6942966260718018
abilene chr,nevada-las vegas,0,0,1,0.28823978668290084
abilene chr,southern california,0,0,1,0.009159237566408344
abilene chr,texas arlington,0,0,1,0.5837833119393242
abilene chr,texas san antonio,0,0,1,0.3569782184199419
abilene chr,utah,0,0,1,0.05382658136087644
abilene chr,utah st,0,0,1,0.8038994049342371
abilene chr,utah valley,0,0,1,0.5752737910778333
abilene chr,texas-el paso,0,0,1,0.6817802112580238
abilene chr,va commonwealth,0,0,1,0.5311457699921712
abilene chr,valparaiso,0,0,1,0.684672435510422
abilene chr,vanderbilt,0,0,1,0.04298835226900964
abilene chr,vermont,0,0,1,0.31560486551014266
abilene chr,villanova,0,0,1,0.49793819824372265
abilene chr,virginia,0,0,1,0.42584766240282734
abilene chr,virginia tech,0,0,1,0.3346344307129976
abilene chr,estern carolina,0,0,1,0.6594878091960165
abilene chr,w illinois,0,0,1,0.5579814043086495
abilene chr,w kentucky,0,0,1,0.45550431961311333
abilene chr,w michigan,0,0,1,0.6879419079665373
abilene chr,wagner,0,0,1,0.84674025987714
abilene chr,wake forest,0,0,1,0.522368864401249
abilene chr,washington,0,0,1,0.14130107598569636
abilene chr,washington st,0,0,1,0.5068742058923277
abilene chr,weber st,0,0,1,0.6549167139790851
abilene chr,west virginia,0,0,1,0.026662983034243748
abilene chr,green bay,0,0,1,0.1917207309421532
abilene chr,milwaukee,0,0,1,0.6937116050173311
abilene chr,wichita st,0,0,1,0.642434601938202
abilene chr,william & mary,0,0,1,0.6518818400412074
abilene chr,winthrop,0,0,1,0.7110790724388113
abilene chr,wisconsin,0,0,1,0.5505340923476824
abilene chr,wofford,0,0,1,0.5857906236936921
abilene chr,wright st,0,0,1,0.7234611232911538
abilene chr,wyoming,0,0,1,0.4256526929225484
abilene chr,xavier,0,0,1,0.7434580985136462
abilene chr,yale,0,0,1,0.8433092713926318
abilene chr,youngstown st,0,0,1,0.7180395054163604
abilene chr,cal baptist,0,0,1,0.7330251494867471
abilene chr,north ala.,0,0,1,0.6488662476526595
abilene chr,merrimack,0,0,1,0.651126360733657
abilene chr,bellarmine,0,0,1,0.609200151617481
abilene chr,dixie st,0,0,1,0.7977839076184506
abilene chr,tarleton st,0,0,1,0.5076760717111909
abilene chr,uc san diego,0,0,1,0.5022249963578324
abilene chr,saint thomas (minn.),0,0,1,0.5767740911391775
abilene chr,lindenwood,0,0,1,0.5115692841220778
abilene chr,southern indiana,0,0,1,0.5090989578855577
abilene chr,stonehill,0,0,1,0.7165866144438744
abilene chr,le moyne,0,0,1,0.892797020488899
air force,akron,0,0,1,0.6851839745917442
air force,alabama,0,0,1,0.020623430743712718
air force,alabama a&m,0,0,1,0.5391057769291532
air force,alabama st,0,0,1,0.9047558254887818
air force,albany,0,0,1,0.34971749108272265
air force,alcorn,0,0,1,0.8150233596126173
air force,american,0,0,1,0.8057744439120932
air force,appalachian st,0,0,1,0.5997975748669772
air force,arizona,0,0,1,0.34694949357362614
air force,arizona st,0,0,1,0.558628721934112
air force,ark little rock,0,0,1,0.6391435254603436
air force,ark pine bluff,0,0,1,0.8276613030749753
air force,arkansas,0,0,1,0.5675432517277151
air force,arkansas st,0,0,1,0.32318525614311505
air force,army,0,0,1,0.4318669709218009
air force,auburn,0,0,1,0.37019231659455665
air force,austin peay,0,0,1,0.6267459473049467
air force,ball st,0,0,1,0.17548306393141871
air force,baylor,0,0,1,0.018916499483384027
air force,belmont,0,0,1,0.4016465240887268
air force,bethune-cookman,0,0,1,0.7327368862423685
air force,binghamton,0,0,1,0.5396748867352249
air force,boise st,0,0,1,0.4651597605322383
air force,boston college,0,0,1,0.3951657575214569
air force,boston,0,0,1,0.7044013389500391
air force,bowling green,0,0,1,0.48987479914349
air force,bradley,0,0,1,0.562245125970968
air force,brown,0,0,1,0.6074599772536988
air force,bryant,0,0,1,0.6034564987171411
air force,bucknell,0,0,1,0.46322139881327556
air force,buffalo,0,0,1,0.2878174879353256
air force,butler,0,0,1,0.46427588938676567
air force,brigham young,0,0,1,0.42542326023392996
air force,c michigan,0,0,1,0.6150081246781793
air force,cal poly,0,0,1,0.6579369214936828
air force,california,0,0,1,0.07655068627505282
air force,campbell,0,0,1,0.465217713029542
air force,canisius,0,0,1,0.7220748281446359
air force,cent arkansas,0,0,1,0.4528517622291539
air force,central conn,0,0,1,0.7619662444670862
air force,charleston so,0,0,1,0.7310523830014511
air force,charlotte,0,0,1,0.6365130171610297
air force,chattanooga,0,0,1,0.5360092399443065
air force,chicago st,0,0,1,0.859568702743352
air force,cincinnati,0,0,1,0.4297994048175037
air force,clemson,0,0,1,0.3609846577054063
air force,cleveland st,0,0,1,0.3276823226326083
air force,coastal car,0,0,1,0.37985001089251436
air force,charleston,0,0,1,0.31089143710332556
air force,colgate,0,0,1,0.33891283542453726
air force,colorado,0,0,1,0.3590989776552004
air force,colorado st,0,0,1,0.34425680253439866
air force,columbia,0,0,1,0.11581383164927438
air force,connecticut,0,0,1,0.007426539822378881
air force,coppin st,0,0,1,0.575787046709345
air force,cornell,0,0,1,0.630171114095906
air force,creighton,0,0,1,0.09327920740087271
air force,bakersfield,0,0,1,0.8145106085055833
air force,cal st. fullerton,0,0,1,0.6866625955866664
air force,cal st. northridge,0,0,1,0.8214025097318974
air force,cs sacramento,0,0,1,0.5530886102587764
air force,dartmouth,0,0,1,0.7324952618479729
air force,davidson,0,0,1,0.38231350244563184
air force,dayton,0,0,1,0.4769425920624165
air force,delaware,0,0,1,0.5587893638149762
air force,delaware st,0,0,1,0.9085420930626583
air force,denver,0,0,1,0.5967264081389381
air force,depaul,0,0,1,0.5887533475002306
air force,detroit,0,0,1,0.6454037564509674
air force,drake,0,0,1,0.37632238852881505
air force,drexel,0,0,1,0.5232500711873563
air force,duke,0,0,1,0.017558456894349463
air force,duquesne,0,0,1,0.3949901866015912
air force,e illinois,0,0,1,0.5083606066123862
air force,e kentucky,0,0,1,0.44960523252363255
air force,e michigan,0,0,1,0.8002049126432254
air force,e washington,0,0,1,0.6241314513975217
air force,east carolina,0,0,1,0.4944948253568964
air force,edwardsville,0,0,1,0.771913414276732
air force,elon,0,0,1,0.6255885426788078
air force,east tenn. st.,0,0,1,0.5048049923910418
air force,evansville,0,0,1,0.741924410448793
air force,f dickinson,0,0,1,0.35382296283949943
air force,fairfield,0,0,1,0.09603950091551344
air force,fl atlantic,0,0,1,0.615627060446377
air force,fgcu,0,0,1,0.15335101638330095
air force,florida,0,0,1,0.31030314802084924
air force,florida a&m,0,0,1,0.6846839679163211
air force,fiu,0,0,1,0.6006235750237935
air force,florida st,0,0,1,0.03186420364973709
air force,fordham,0,0,1,0.5386045336478341
air force,fresno st,0,0,1,0.5446739993618994
air force,furman,0,0,1,0.6122362372442568
air force,g washington,0,0,1,0.5844573731462095
air force,ga southern,0,0,1,0.5388921988379325
air force,gardner webb,0,0,1,0.6815146891253061
air force,george mason,0,0,1,0.08426929811503484
air force,georgetown,0,0,1,0.5266403363040371
air force,georgia,0,0,1,0.4786951147863455
air force,georgia st,0,0,1,0.5960400481714717
air force,georgia tech,0,0,1,0.05691265771921748
air force,gonzaga,0,0,1,0.43960241377716985
air force,grambling,0,0,1,0.6874798484744844
air force,grand canyon,0,0,1,0.1438770584963394
air force,hampton,0,0,1,0.7282864473368
air force,harvard,0,0,1,0.06252714793044227
air force,hawai'i,0,0,1,0.38707817415317547
air force,high point,0,0,1,0.4589302859287126
air force,hofstra,0,0,1,0.6661585208638385
air force,holy cross,0,0,1,0.435966272467326
air force,houston,0,0,1,0.6231707111070182
air force,houston bap,0,0,1,0.8004164238863624
air force,howard,0,0,1,0.5402524214266933
air force,idaho,0,0,1,0.42426324755847217
air force,idaho st,0,0,1,0.6620040960620537
air force,il chicago,0,0,1,0.5164831234481297
air force,illinois,0,0,1,0.0542793467503869
air force,illinois st,0,0,1,0.40285551241815254
air force,incarnate word,0,0,1,0.6094789816121269
air force,indiana,0,0,1,0.10089185932919735
air force,indiana st,0,0,1,0.694912341898587
air force,iona,0,0,1,0.6376011125496857
air force,iowa,0,0,1,0.057954861659237356
air force,iowa st,0,0,1,0.10748800507579331
air force,fort wayne,0,0,1,0.3161036873856471
air force,indiana - purdue,0,0,1,0.6997885447760225
air force,jackson st,0,0,1,0.6716604681639298
air force,jacksonville,0,0,1,0.6241095108574184
air force,jacksonville st,0,0,1,0.5832574448292371
air force,james madison,0,0,1,0.3267159614338215
air force,kansas,0,0,1,0.42718625454986614
air force,kansas st,0,0,1,0.0141917477626471
air force,kennesaw,0,0,1,0.6343860886128011
air force,kent,0,0,1,0.39960747970435173
air force,kentucky,0,0,1,0.02032952880353153
air force,la salle,0,0,1,0.7174820732710718
air force,lafayette,0,0,1,0.7124238250899468
air force,lamar,0,0,1,0.3984620207301928
air force,lehigh,0,0,1,0.21359083866987932
air force,liberty,0,0,1,0.23813394178251754
air force,lipscomb,0,0,1,0.5022335253714684
air force,long beach st,0,0,1,0.5889794595038443
air force,longwood,0,0,1,0.5107873411940475
air force,louisiana tech,0,0,1,0.5886421160818376
air force,louisville,0,0,1,0.08808664503871673
air force,loy marymount,0,0,1,0.6481875614779685
air force,loyola (md),0,0,1,0.579640059301682
air force,loyola (il),0,0,1,0.6390035984327613
air force,louisiana state,0,0,1,0.013851598187791329
air force,ma lowell,0,0,1,0.8037371340428308
air force,maine,0,0,1,0.5834702195730862
air force,manhattan,0,0,1,0.5037828059981201
air force,marist,0,0,1,0.5669964358793398
air force,marquette,0,0,1,0.34526076027139746
air force,marshall,0,0,1,0.6238922125289026
air force,maryland,0,0,1,0.0347682213030412
air force,massachusetts,0,0,1,0.41039391710473994
air force,mcneese,0,0,1,0.7743443106476664
air force,maryland - e. shore,0,0,1,0.7285717302539009
air force,memphis,0,0,1,0.658239387011867
air force,mercer,0,0,1,0.7433184200693127
air force,miami (fl),0,0,1,0.39869735190480343
air force,miami (oh),0,0,1,0.40699686061428086
air force,michigan,0,0,1,0.0433116710620926
air force,michigan st,0,0,1,0.03547652543085039
air force,minnesota,0,0,1,0.19190333419950767
air force,mississippi,0,0,1,0.01819519304616369
air force,mississippi st,0,0,1,0.06269546588239645
air force,missouri,0,0,1,0.32401046414987367
air force,missouri st,0,0,1,0.3033485393515347
air force,monmouth,0,0,1,0.5417546061296908
air force,montana,0,0,1,0.6201989415984831
air force,montana st,0,0,1,0.16855650069386433
air force,morehead st,0,0,1,0.7560378605907693
air force,morgan st,0,0,1,0.7379878871207458
air force,miss valley st.,0,0,1,0.8512693220896379
air force,mount saint mary`s,0,0,1,0.5130154491567342
air force,middle tenn st,0,0,1,0.27853662876558083
air force,murray st,0,0,1,0.14904523758680663
air force,n colorado,0,0,1,0.5570856292005882
air force,n dakota st,0,0,1,0.4618692360733999
air force,n illinois,0,0,1,0.6121945549195723
air force,n kentucky,0,0,1,0.6339364420958659
air force,navy,0,0,1,0.4533534429219186
air force,n. carolina a&t,0,0,1,0.4370565110813234
air force,n.c. central,0,0,1,0.8743425337287287
air force,n.c. state,0,0,1,0.024787655222220338
air force,ne omaha,0,0,1,0.7212960727422869
air force,nebraska,0,0,1,0.1046852798875305
air force,nevada,0,0,1,0.5951314301364357
air force,new hampshire,0,0,1,0.6786811490614534
air force,new mexico,0,0,1,0.46510923723770164
air force,new mexico st,0,0,1,0.5366379712735999
air force,new orleans,0,0,1,0.7710907195194945
air force,niagara,0,0,1,0.8813299841540336
air force,nicholls,0,0,1,0.4610388259251241
air force,n.j.i.t.,0,0,1,0.5313965883020046
air force,norfolk st,0,0,1,0.2352973537295112
air force,north carolina,0,0,1,0.021111819502664605
air force,north dakota,0,0,1,0.6573319918931346
air force,north florida,0,0,1,0.8255312291736403
air force,north texas,0,0,1,0.3781297479769304
air force,northeastern,0,0,1,0.8470779506507149
air force,northern ariz.,0,0,1,0.39818995369973603
air force,northern iowa,0,0,1,0.4445644467067039
air force,northwestern,0,0,1,0.5378137479903233
air force,northwestern la,0,0,1,0.5808657554674533
air force,notre dame,0,0,1,0.010442045327248552
air force,oakland,0,0,1,0.7895415466903682
